"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 02 18:20:54 GMT 2024","Sun Jun 02 18:20:54 GMT 2024","441","Command line suite","Command line test","school.redrover.FreestyleProjectTest","school.redrover.FreestyleProjectTest","testCreateProjectInvalidCharsDisabledOkButton","testCreateProjectInvalidCharsDisabledOkButton",""
"passed","Sun Jun 02 18:28:43 GMT 2024","Sun Jun 02 18:28:43 GMT 2024","687","Command line suite","Command line test","school.redrover.NodesTest","school.redrover.NodesTest","testAddNode","testAddNode",""
"passed","Sun Jun 02 18:35:22 GMT 2024","Sun Jun 02 18:35:22 GMT 2024","85","Command line suite","Command line test","school.redrover.APIJenkinsJobsTest","school.redrover.APIJenkinsJobsTest","testGetJobs","testGetJobs",""
"passed","Sun Jun 02 18:21:39 GMT 2024","Sun Jun 02 18:21:39 GMT 2024","384","Command line suite","Command line test","school.redrover.FreestyleProjectTest","school.redrover.FreestyleProjectTest","testCreateProjectInvalidCharsGetMassage","testCreateProjectInvalidCharsGetMassage",""
"passed","Sun Jun 02 18:30:10 GMT 2024","Sun Jun 02 18:30:14 GMT 2024","3953","Command line suite","Command line test","school.redrover.PipelineTest","school.redrover.PipelineTest","testBuildHistoryEmptyUponPipelineRemoval","testBuildHistoryEmptyUponPipelineRemoval",""
"passed","Sun Jun 02 18:24:06 GMT 2024","Sun Jun 02 18:24:06 GMT 2024","22","Command line suite","Command line test","school.redrover.FooterTest","school.redrover.FooterTest","testVersionOnFooter","testVersionOnFooter",""
"passed","Sun Jun 02 18:31:32 GMT 2024","Sun Jun 02 18:31:35 GMT 2024","3617","Command line suite","Command line test","school.redrover.PipelineTest","school.redrover.PipelineTest","testPipelineDescriptionTextAreaBacklightColor","testPipelineDescriptionTextAreaBacklightColor",""
"passed","Sun Jun 02 18:28:33 GMT 2024","Sun Jun 02 18:28:33 GMT 2024","469","Command line suite","Command line test","school.redrover.FolderTest","school.redrover.FolderTest","testSpecialCharactersNameFolder","testSpecialCharactersNameFolder",""
"passed","Sun Jun 02 18:22:58 GMT 2024","Sun Jun 02 18:22:59 GMT 2024","515","Command line suite","Command line test","school.redrover.MultiConfigurationProjectTest","school.redrover.MultiConfigurationProjectTest","testCheckTooltipEnablingMCP","testCheckTooltipEnablingMCP",""
"passed","Sun Jun 02 18:33:36 GMT 2024","Sun Jun 02 18:33:36 GMT 2024","919","Command line suite","Command line test","school.redrover.PipelineTest","school.redrover.PipelineTest","testUseSearchToFindProject","testUseSearchToFindProject",""
"passed","Sun Jun 02 18:22:02 GMT 2024","Sun Jun 02 18:22:07 GMT 2024","5263","Command line suite","Command line test","school.redrover.FreestyleProjectTest","school.redrover.FreestyleProjectTest","testBuildNowProject","testBuildNowProject",""
