"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 07 11:53:31 GMT 2024","Fri Jun 07 11:53:33 GMT 2024","1785","Surefire suite","Surefire test","school.redrover.OrganizationFolderTest","school.redrover.OrganizationFolderTest","testUntrustedPropertyCheckboxesSelectedUponSaving","testUntrustedPropertyCheckboxesSelectedUponSaving",""
"passed","Fri Jun 07 11:52:10 GMT 2024","Fri Jun 07 11:52:10 GMT 2024","349","Surefire suite","Surefire test","school.redrover.NewItemTest","school.redrover.NewItemTest","testCreateItemWithoutSelectedItemType","testCreateItemWithoutSelectedItemType",""
"passed","Fri Jun 07 11:48:37 GMT 2024","Fri Jun 07 11:48:37 GMT 2024","518","Surefire suite","Surefire test","school.redrover.MultiConfigurationProjectTest","school.redrover.MultiConfigurationProjectTest","testRenameMCProject","testRenameMCProject",""
"passed","Fri Jun 07 12:00:23 GMT 2024","Fri Jun 07 12:00:23 GMT 2024","0","Surefire suite","Surefire test","school.redrover.runner.order.OrderForTestsTest","school.redrover.runner.order.OrderForTestsTest","orderMethodsTwoDifferentGroupsDepTest","orderMethodsTwoDifferentGroupsDepTest",""
"passed","Fri Jun 07 11:52:14 GMT 2024","Fri Jun 07 11:52:14 GMT 2024","347","Surefire suite","Surefire test","school.redrover.NewItemTest","school.redrover.NewItemTest","testCreateMulticonfigurationProjectNegative","testCreateMulticonfigurationProjectNegative",""
"passed","Fri Jun 07 12:00:51 GMT 2024","Fri Jun 07 12:00:52 GMT 2024","735","Surefire suite","Surefire test","school.redrover.MultibranchPipelineTest","school.redrover.MultibranchPipelineTest","testEnableProjectToggleStatus","testEnableProjectToggleStatus","Verify the status toggle of a project reflects that the project is enable."
"passed","Fri Jun 07 11:51:18 GMT 2024","Fri Jun 07 11:51:20 GMT 2024","1423","Surefire suite","Surefire test","school.redrover.ManageJenkinsTest","school.redrover.ManageJenkinsTest","testRedirectionToNotFirstSearchResult","testRedirectionToNotFirstSearchResult",""
"passed","Fri Jun 07 11:53:58 GMT 2024","Fri Jun 07 11:53:59 GMT 2024","1691","Surefire suite","Surefire test","school.redrover.DashboardTest","school.redrover.DashboardTest","testAddItemsToView","testAddItemsToView",""
"passed","Fri Jun 07 11:53:46 GMT 2024","Fri Jun 07 11:53:47 GMT 2024","767","Surefire suite","Surefire test","school.redrover.AppearanceTest","school.redrover.AppearanceTest","testSystemThemeApply","testSystemThemeApply","Change color theme to System and check It"
"passed","Fri Jun 07 11:53:51 GMT 2024","Fri Jun 07 11:53:52 GMT 2024","1118","Surefire suite","Surefire test","school.redrover.DashboardTest","school.redrover.DashboardTest","testFreestyleProjectChevronMenu","testFreestyleProjectChevronMenu",""
