"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 05 15:13:55 GMT 2024","Wed Jun 05 15:13:56 GMT 2024","923","Command line suite","Command line test","school.redrover.NewItemTest","school.redrover.NewItemTest","testCreateNewFolder","testCreateNewFolder",""
"passed","Wed Jun 05 15:13:53 GMT 2024","Wed Jun 05 15:13:54 GMT 2024","220","Command line suite","Command line test","school.redrover.NewItemTest","school.redrover.NewItemTest","testCreateMulticonfigurationProjectNegative","testCreateMulticonfigurationProjectNegative",""
"passed","Wed Jun 05 15:13:46 GMT 2024","Wed Jun 05 15:13:47 GMT 2024","1218","Command line suite","Command line test","school.redrover.NewItemTest","school.redrover.NewItemTest","testCreateItemForStandaloneOrNestedProjects","testCreateItemForStandaloneOrNestedProjects",""
"passed","Wed Jun 05 15:14:21 GMT 2024","Wed Jun 05 15:14:22 GMT 2024","255","Command line suite","Command line test","school.redrover.NewItemTest","school.redrover.NewItemTest","testInvalidValuesForProjectNameInput","testInvalidValuesForProjectNameInput",""
"passed","Wed Jun 05 15:14:03 GMT 2024","Wed Jun 05 15:14:04 GMT 2024","360","Command line suite","Command line test","school.redrover.NewItemTest","school.redrover.NewItemTest","testCopyFromNotExistingJob","testCopyFromNotExistingJob",""
"passed","Wed Jun 05 15:14:29 GMT 2024","Wed Jun 05 15:14:29 GMT 2024","362","Command line suite","Command line test","school.redrover.NewItemTest","school.redrover.NewItemTest","testInvalidValuesForProjectNameInput","testInvalidValuesForProjectNameInput",""
"passed","Wed Jun 05 15:14:42 GMT 2024","Wed Jun 05 15:14:43 GMT 2024","391","Command line suite","Command line test","school.redrover.NewItemTest","school.redrover.NewItemTest","testCreateItemWithoutSelectedItemType","testCreateItemWithoutSelectedItemType",""
"passed","Wed Jun 05 15:14:26 GMT 2024","Wed Jun 05 15:14:26 GMT 2024","225","Command line suite","Command line test","school.redrover.NewItemTest","school.redrover.NewItemTest","testInvalidValuesForProjectNameInput","testInvalidValuesForProjectNameInput",""
"passed","Wed Jun 05 15:14:32 GMT 2024","Wed Jun 05 15:14:32 GMT 2024","233","Command line suite","Command line test","school.redrover.NewItemTest","school.redrover.NewItemTest","testInvalidValuesForProjectNameInput","testInvalidValuesForProjectNameInput",""
"passed","Wed Jun 05 15:14:44 GMT 2024","Wed Jun 05 15:14:45 GMT 2024","1527","Command line suite","Command line test","school.redrover.NewItemTest","school.redrover.NewItemTest","testMessageWhenCreateItemUsingSpecialCharactersInName","testMessageWhenCreateItemUsingSpecialCharactersInName",""
"passed","Wed Jun 05 15:14:46 GMT 2024","Wed Jun 05 15:14:47 GMT 2024","311","Command line suite","Command line test","school.redrover.NewItemTest","school.redrover.NewItemTest","testOpenCreateNewItemPage","testOpenCreateNewItemPage",""
"passed","Wed Jun 05 15:14:33 GMT 2024","Wed Jun 05 15:14:34 GMT 2024","353","Command line suite","Command line test","school.redrover.NewItemTest","school.redrover.NewItemTest","testInvalidValuesForProjectNameInput","testInvalidValuesForProjectNameInput",""
"passed","Wed Jun 05 15:14:39 GMT 2024","Wed Jun 05 15:14:40 GMT 2024","307","Command line suite","Command line test","school.redrover.NewItemTest","school.redrover.NewItemTest","testUserSeeTheNameEntryField","testUserSeeTheNameEntryField",""
"broken","Wed Jun 05 15:14:10 GMT 2024","Wed Jun 05 15:14:12 GMT 2024","2418","Command line suite","Command line test","school.redrover.NewItemTest","school.redrover.NewItemTest","testCopyFromExistingJob","testCopyFromExistingJob",""
"broken","Wed Jun 05 15:14:06 GMT 2024","Wed Jun 05 15:14:09 GMT 2024","2480","Command line suite","Command line test","school.redrover.NewItemTest","school.redrover.NewItemTest","testCopyFromExistingJob","testCopyFromExistingJob",""
"passed","Wed Jun 05 15:13:49 GMT 2024","Wed Jun 05 15:13:49 GMT 2024","549","Command line suite","Command line test","school.redrover.NewItemTest","school.redrover.NewItemTest","testCreateItemWithEmptyName","testCreateItemWithEmptyName",""
"passed","Wed Jun 05 15:14:48 GMT 2024","Wed Jun 05 15:14:51 GMT 2024","2699","Command line suite","Command line test","school.redrover.NewItemTest","school.redrover.NewItemTest","testRenameFolder","testRenameFolder",""
"passed","Wed Jun 05 15:14:14 GMT 2024","Wed Jun 05 15:14:14 GMT 2024","364","Command line suite","Command line test","school.redrover.NewItemTest","school.redrover.NewItemTest","testInvalidValuesForProjectNameInput","testInvalidValuesForProjectNameInput",""
"passed","Wed Jun 05 15:14:35 GMT 2024","Wed Jun 05 15:14:35 GMT 2024","215","Command line suite","Command line test","school.redrover.NewItemTest","school.redrover.NewItemTest","testInvalidValuesForProjectNameInput","testInvalidValuesForProjectNameInput",""
"passed","Wed Jun 05 15:13:57 GMT 2024","Wed Jun 05 15:14:03 GMT 2024","6403","Command line suite","Command line test","school.redrover.NewItemTest","school.redrover.NewItemTest","testDropdownNamesMenuContentWhenCopyProject","testDropdownNamesMenuContentWhenCopyProject",""
"passed","Wed Jun 05 15:14:20 GMT 2024","Wed Jun 05 15:14:20 GMT 2024","238","Command line suite","Command line test","school.redrover.NewItemTest","school.redrover.NewItemTest","testInvalidValuesForProjectNameInput","testInvalidValuesForProjectNameInput",""
"passed","Wed Jun 05 15:14:23 GMT 2024","Wed Jun 05 15:14:23 GMT 2024","408","Command line suite","Command line test","school.redrover.NewItemTest","school.redrover.NewItemTest","testInvalidValuesForProjectNameInput","testInvalidValuesForProjectNameInput",""
